Accident_Occurred,Hours_Worked,Weather_Risk_Index,Machine_Age_Years,Employee_Experience_Years,Safety_Violations,Inspection_Frequency,Job_Risk_Level,Shift_Type,Area,Employee_Age,Noise_Level_dB,Temperature_C
0,10,0.7168854490254835,17,6,7,3,2,0,1,43,66.8012904773753,21.954765951665056
0,6,0.37560185592607287,3,20,7,6,1,0,1,53,59.75003607026012,30.800264584488588
1,10,0.22707456023815942,17,6,9,4,3,0,1,31,79.83202178694557,17.68449649034426
0,7,0.4471868808740901,6,0,6,5,1,0,0,48,60.3377273109638,29.28618195123577
0,10,0.32068885242603407,14,5,7,8,1,0,0,24,63.614852656865644,28.756240802346028
0,11,0.784826706843525,14,24,4,3,2,0,0,60,77.77785453468377,19.48624529434555
1,8,0.9957881216074558,11,21,0,2,3,0,1,38,98.80357830563983,39.113035179353616
1,10,0.5580009132857079,8,25,2,11,3,0,1,32,87.87201117995846,19.373132932001802
1,8,0.8002904936794686,16,26,5,2,2,0,1,54,68.95803260682533,15.440637162117984
1,11,0.3952559632786249,6,13,1,1,1,1,0,48,60.446148398198076,32.59293162414704
1,10,0.15663400208874345,14,28,8,6,3,0,0,57,71.76916772640115,22.482909015754114
0,11,0.4563500496205779,14,18,3,3,1,0,0,62,65.91066054733581,11.57714889809647
1,11,0.5471657209257053,8,7,4,7,3,0,0,42,96.40131878523644,37.91217062234718
1,8,0.4049990588496739,19,15,3,6,1,1,0,58,62.84137518427654,37.23554310495621
0,10,0.44833268812572424,15,24,2,11,1,0,0,41,81.21366633382198,29.143782910775656
0,7,0.5145057855528729,16,14,7,4,1,0,1,63,72.18748042891995,13.10870728791542
0,7,0.3358289197965866,12,25,9,8,1,0,0,64,53.111852229412506,24.495690701286073
1,6,0.02016245818507789,19,6,9,10,1,1,1,44,90.4002875746053,10.426971127644197
1,9,0.8356648499109718,10,24,5,8,1,0,1,49,61.150105811120376,31.024289230141825
0,8,0.19846966053831216,10,16,2,2,2,0,1,58,57.173267628981506,14.482637327947913
0,11,0.32165740057739256,3,1,2,4,1,0,1,23,51.88185435907723,34.619696842648004
1,10,0.8450905457403628,2,6,5,3,1,0,1,53,71.22168255226005,29.492265617207785
0,6,0.5550595042564792,4,14,8,8,1,0,0,64,94.79108915946222,11.12854939004772
0,7,0.1386731223772747,17,28,2,2,2,0,1,30,92.59688148559198,24.906239842567818
0,8,0.5645985969410781,2,2,4,6,1,0,1,25,70.78108536730286,16.262709601536862
0,11,0.29626691550702444,3,3,1,6,1,0,0,49,70.18083767190676,20.474736879106292
1,8,0.9498756038059182,9,13,8,6,1,0,1,40,92.63378859935861,36.49813420498691
1,9,0.9299880098453107,16,8,0,4,1,1,0,59,82.91973198352125,20.59769341675647
1,9,0.7121828418110069,14,23,7,4,3,0,1,51,93.4854904168262,32.40775746213261
0,10,0.05812194417553407,8,28,2,7,1,0,1,31,81.7802379307265,15.703391198351108
0,7,0.5761902510313446,14,24,8,4,2,0,1,64,85.7673559949661,38.7092008470553
1,11,0.3133770740796723,12,8,4,11,3,0,1,40,66.80560415677024,30.069845565884012
0,9,0.4423017265591622,1,15,8,7,2,0,1,25,81.28430790062498,28.12554551612438
1,8,0.9022108094791778,2,8,4,1,2,0,1,28,80.21990218815549,10.028954351696273
0,10,0.39973164656497795,5,1,2,9,1,0,0,21,81.16873502776615,24.94439423684181
0,11,0.7023964330216329,6,10,0,3,1,0,0,19,55.07370941272512,25.039332832828954
1,8,0.8185547679440836,19,29,6,11,2,0,0,21,97.11212033779071,25.854311571898428
0,11,0.03525174017499688,9,10,6,11,1,0,0,49,91.59960276627604,36.16676230763896
1,7,0.8081256564860338,14,12,4,7,1,0,0,45,67.06805682928496,38.13350749304687
1,6,0.758864122063455,12,14,2,5,1,1,1,57,87.25103309007793,25.263229777868972
1,9,0.1542569779389319,6,19,1,1,2,1,1,54,68.50102297826436,36.30329783696004
1,10,0.840692601712142,3,13,9,6,3,0,1,61,94.385238670218,12.39011493241249
0,10,0.3688649947060093,17,21,0,6,1,0,1,39,88.95958936354296,37.300038981320014
0,10,0.12937258107500182,5,28,9,10,1,0,1,55,64.9319394480669,24.727430985517216
0,8,0.1205598063398986,8,10,8,8,1,0,0,39,73.16749045348502,22.0922358698961
0,8,0.7711010652196106,2,21,7,1,1,0,1,40,72.08332188631088,38.157231303122394
1,11,0.8489903746684446,7,16,8,4,1,1,0,30,98.30719728269605,36.67723347100146
1,7,0.4557643146127195,13,29,3,9,2,1,0,49,96.67905336022025,25.380509525252656
1,7,0.027245925783340508,10,7,7,10,1,1,0,25,94.1933061380667,19.673046234284286
1,8,0.7846698509250005,1,28,6,9,1,0,1,26,91.69542590250835,21.582011787766255
0,6,0.5718927413088176,1,6,1,7,1,0,0,38,86.578226813406,31.47690244287545
1,8,0.6213437297157054,16,26,2,11,1,1,1,29,53.57621537598195,35.01975345189822
1,11,0.9367134588557716,18,28,2,10,2,1,0,52,96.93256447756255,37.136267028580804
1,9,0.6194925779069631,7,16,4,6,1,1,0,33,59.15940480971615,37.33004216704573
0,6,0.08830597431641163,11,19,2,9,1,0,1,60,80.84704639152463,27.148799375862254
1,8,0.9921323750896777,10,10,6,3,1,0,0,43,70.99269419807553,16.71962264842319
0,11,0.7809849711664575,16,27,2,10,1,0,1,59,69.99895660305334,27.50771332601922
1,9,0.07596034674739605,4,4,6,7,2,1,0,36,64.88308418107128,26.617027369641193
0,8,0.7618432195900177,3,1,2,7,2,0,0,61,66.36392315056247,12.907291873095488
0,8,0.5447547804519703,17,7,4,10,1,0,1,63,83.50522253360477,30.635216621511095
0,6,0.24553648459236244,14,20,2,9,1,0,1,22,52.21579941100567,34.68533727998485
1,9,0.12269856235410836,12,3,2,6,1,1,1,51,81.19283075025356,28.56075606823698
0,7,0.5322237816341195,17,22,2,6,1,0,1,19,77.61123179258433,24.303392865411524
1,7,0.2738496038458774,18,11,6,11,2,1,1,56,95.06067706665974,19.867855078395444
0,11,0.3875656708963068,18,18,0,9,1,0,0,34,74.89306081753054,20.187094520983884
1,10,0.8053443610136284,11,13,4,10,1,0,1,24,68.44387215151312,29.832295183413898
1,9,0.16799942784595423,6,17,7,3,2,1,1,52,64.22360405160897,34.84516731745053
0,10,0.4020367582878528,15,10,5,5,1,0,1,55,90.8119036633814,35.30644036965951
0,11,0.03070013253133308,9,6,7,2,1,0,0,60,61.37575869879014,10.480837169792412
0,6,0.19073118422169122,9,6,4,10,2,0,0,37,56.996337812413294,37.94351100710026
1,8,0.9489775739634537,11,4,1,10,1,1,0,30,93.9780910850994,25.592408770248095
0,6,0.33557197414292206,15,18,3,6,2,0,1,37,57.06030558424675,27.173701034728317
1,7,0.2565405714574377,13,5,6,8,1,1,0,26,71.76599777128644,15.480733327739872
1,9,0.2675775432065337,12,22,3,7,2,1,1,28,81.87445696735612,22.091289175490978
0,10,0.3852499583412582,4,8,1,1,1,0,1,52,71.91232774657726,10.689498700279286
1,9,0.6183477547699295,10,26,7,4,1,1,1,28,90.28304558293787,28.624796791959415
0,7,0.15773778998711663,12,26,7,4,1,0,0,64,60.818157647564526,19.724008338465325
0,10,0.6702418909272038,8,16,3,7,1,0,1,57,80.28094821203439,10.866502207941874
0,10,0.12036731734138306,13,23,7,11,2,0,0,22,63.16142152342917,24.416773873290424
0,7,0.585625039677882,18,5,8,4,1,0,1,18,98.22498648052581,16.66995299358685
0,7,0.2232943941009332,11,28,4,6,1,0,0,64,80.49826632669027,16.49684946255801
0,11,0.017105025913145333,16,20,0,11,1,0,0,34,82.65294625707789,22.352083604873997
0,8,0.4146502942544128,14,19,8,11,2,0,0,38,91.2101111860861,12.867519470401149
0,10,0.2533690555666176,1,14,9,3,1,0,0,46,86.95352000166119,23.123728282153436
1,11,0.5891098080750049,17,4,4,11,3,0,1,37,65.5494113162239,39.79848313572673
1,10,0.9468140268702947,17,0,8,11,1,1,1,56,82.23632315101099,27.04956350171009
0,11,0.13209015844874594,1,7,1,2,1,0,0,59,99.62474961245954,33.86163770740667
1,6,0.26108312566310377,5,13,6,3,1,1,1,46,50.988840761908946,17.83342078664644
1,7,0.76465236429708,19,10,8,8,2,1,0,57,90.0336741284373,34.17451383168223
0,7,0.6667931350058773,2,15,9,3,2,0,1,29,81.04455316963191,26.608075093091603
1,9,0.7982553189159942,7,0,0,4,2,0,1,18,68.89607080054057,24.100380006629635
0,9,0.2835642567693236,8,13,6,3,1,0,1,44,92.69038517240647,31.634708147655182
1,8,0.5527187305294007,10,18,8,1,3,0,1,38,72.4834938996853,24.307820290026342
1,10,0.4798694925365573,14,15,4,5,3,1,1,40,95.35620190812904,27.32809707270864
0,7,0.411478136053555,8,8,4,3,1,0,0,27,64.27106527960805,22.165877614451063
1,9,0.26636147216987915,17,4,1,6,2,1,1,28,72.12868643168136,16.378925532722736
0,10,0.7628823459170604,6,0,3,2,2,0,0,54,78.57500027371947,15.772958858388726
1,11,0.43687848583358935,14,16,3,8,2,1,0,61,70.816713074625,34.14046032611893
0,8,0.12185592068685236,2,22,8,1,1,0,1,18,65.00342819864227,20.02801594253608
0,11,0.16825306819551478,13,10,7,1,1,0,0,27,99.43508318522693,10.840992014333024
0,6,0.29818729451728165,12,11,8,10,2,0,1,48,87.40451660617293,37.99350072871401
1,7,0.5003507188144322,12,11,9,4,3,0,1,29,57.99550488732543,31.20799959551985
0,8,0.7218609989738518,11,19,0,2,1,0,1,33,91.70615444093437,30.995861788162244
0,11,0.24370633933609764,7,10,8,2,2,0,0,45,86.56676484353125,23.807862212810267
0,10,0.706165400676797,15,1,4,10,1,0,1,52,99.29387989209457,39.93276224865848
1,10,0.8565760112815952,9,10,3,7,1,0,1,63,51.21350248782738,39.96901821562125
0,6,0.23918472806212954,1,8,1,11,1,0,0,59,74.67163464656696,23.01741318211711
1,6,0.9937441074827268,11,23,0,8,1,0,0,37,84.44866114464162,11.108652918347673
1,6,0.8561617545488733,11,27,7,9,1,0,1,25,61.68663258036014,27.136871016657416
0,10,0.19026056572131123,15,15,5,3,2,0,1,62,52.52709936086765,20.845494433448216
0,10,0.015143987548711157,2,26,9,8,1,0,1,62,50.536029654312,37.11063436937426
1,10,0.9242751827515302,11,13,2,8,1,0,0,43,64.09079885055633,32.11632482980212
0,11,0.1261827424413291,10,9,1,7,1,0,0,39,84.82712286177048,29.303453266718932
0,11,0.6181351667596289,5,25,1,11,1,0,1,21,98.06069767082882,29.044501719471313
1,6,0.5101607245800854,12,8,7,7,3,1,1,21,89.49007653920663,37.53370865346202
1,8,0.3324481785430212,17,4,5,6,3,0,1,40,76.55376113664911,18.568309928039614
1,9,0.9189456739640814,17,29,5,10,2,1,0,55,58.66284011461839,12.588382903464474
1,11,0.7426763624677696,8,29,6,7,2,1,1,52,84.56021952623999,23.410202948019446
1,6,0.11929542261517112,3,25,1,9,3,0,0,64,70.83249594064335,26.79494098995353
0,9,0.6353217888994352,9,16,5,6,2,0,0,34,70.6210935395014,13.083978630723342
1,9,0.8875228049419959,14,3,2,6,2,0,1,58,71.62869515286455,17.250948484636524
0,6,0.7465138805169985,16,3,8,1,1,0,1,26,99.08468450648283,24.986814757570226
1,10,0.2766603846831279,7,28,3,10,3,0,1,22,96.05256086505301,27.53982678572056
1,6,0.8467912221918938,2,19,5,11,3,0,1,37,99.18629152694835,12.850304959918434
1,6,0.8772777667596865,1,22,0,11,1,0,0,54,97.37934596849894,24.712217089026772
1,6,0.712565180531364,15,12,4,3,2,1,1,32,67.51228060699738,17.518952310019138
1,9,0.921427753183771,5,13,5,9,3,0,0,24,67.7599102749731,37.97488447108392
1,11,0.16772870066962697,7,22,7,8,2,1,0,20,56.19918506041095,18.292300819923856
0,6,0.20345973486493452,9,29,0,8,2,0,1,26,81.14701002642315,23.62354137078431
0,7,0.7527356002500696,9,7,7,2,2,0,1,48,55.45008976096144,33.08981105519865
0,9,0.6745894336105971,17,29,1,7,2,0,0,46,80.90983819962935,22.776915225826617
1,10,0.9914748544445633,8,11,0,5,2,0,0,42,61.569586714443915,37.65639064134898
0,8,0.5079789970191136,13,15,4,7,2,0,1,19,89.56961330122706,13.347675030895726
0,8,0.21918410463109506,5,29,7,3,2,0,1,43,52.494533145034204,20.514643005734133
1,7,0.9382503719829612,5,22,5,3,2,0,0,32,59.52382922151952,31.669553266764858
1,7,0.632072033294222,7,22,9,8,3,1,1,18,82.84402837421436,14.628040507587311
1,10,0.4788673100755584,16,13,3,7,1,0,0,55,87.3849744251187,10.94797675152872
0,11,0.747781860030291,17,28,1,5,1,0,0,22,75.3239091088378,28.641903569688303
1,10,0.41039641666092386,18,10,7,1,2,1,0,59,62.8420235584127,25.088684294250335
1,7,0.6268882124129589,9,10,6,1,2,1,0,22,95.93356367217243,22.589510681748344
1,9,0.9731045855835349,6,24,8,3,1,1,1,26,90.81424477191555,19.42715994807991
1,11,0.8245569750591761,5,7,7,4,1,0,1,64,70.62186678231072,31.562840519575463
1,11,0.9101034470582983,3,15,6,10,1,0,1,39,93.79293900483233,19.544761307951454
0,10,0.34659528404008433,5,29,5,6,1,0,1,43,61.81968888677313,36.71107446951031
0,9,0.24278441144783924,8,8,4,2,1,0,0,27,54.68125215114818,27.058711669141303
1,6,0.6703546333248238,9,23,4,6,1,1,1,37,82.42089293639692,31.822306377875517
0,6,0.22862276285749583,15,29,5,9,1,0,1,53,79.52464968331299,28.375492239473765
1,10,0.7637371577721686,12,11,2,11,1,1,1,36,56.38025291019142,38.943231535299304
0,8,0.6732478406202498,8,29,8,5,1,0,0,31,56.47042847855177,39.5611908067945
1,8,0.7985615391821669,8,1,1,6,2,0,0,56,60.97656506987629,11.716880338295233
1,9,0.8904249505192336,19,19,6,10,3,0,1,57,72.45706026416663,32.157790998829114
1,11,0.037083838772033695,1,11,2,8,1,1,1,28,93.18248914752573,20.30378194454821
0,8,0.5614999456650778,9,14,2,9,2,0,1,37,87.07107087505756,18.548309997516895
0,8,0.30437010328120306,12,13,4,8,1,0,0,61,81.7599196616338,13.377290709212424
0,11,0.4800825979090235,9,3,5,11,1,0,0,39,99.08615145876249,30.930852722169476
0,9,0.4945685943678533,1,11,9,2,1,0,0,33,72.20392006759499,30.665005957024704
0,11,0.6612564416803327,6,28,1,8,2,0,0,27,64.30891269704267,16.42618271769784
1,11,0.43004156256500037,19,9,5,7,1,1,1,27,73.11420686213833,19.42297691334673
1,8,0.9430910275497245,16,4,9,4,1,0,0,40,95.72254680746337,32.21382804638931
1,8,0.8380545107518129,8,22,3,6,1,0,0,64,82.28092978396117,11.299844755903703
0,11,0.7863205963341338,3,1,2,8,1,0,1,35,89.54344649707855,18.086638411815223
1,9,0.8459220951556563,18,26,4,3,1,0,1,50,90.19779480746564,37.13886553294429
0,6,0.179326948891825,11,7,2,6,2,0,0,30,50.609419707447586,20.036589185943136
1,9,0.9730923161033399,18,15,3,11,1,0,1,27,85.79019989457561,24.421763268892192
0,9,0.5541283496247488,17,4,3,8,1,0,0,26,59.76123174215323,33.9270875779134
0,7,0.24778867302321617,9,25,1,5,1,0,0,24,61.319346565065075,22.256121827156075
1,9,0.541342338884183,18,10,6,8,1,0,0,45,58.71001828523346,21.218553010204356
0,8,0.15675872777261746,5,15,5,4,1,0,0,45,76.27904247915276,18.398972134066646
1,10,0.8203245450984153,16,21,5,9,1,1,1,27,77.35542502197296,14.851935256961056
0,10,0.3984670546032121,15,25,1,2,2,0,0,21,57.735975585916414,32.591063553963565
1,11,0.8831747398351171,7,20,4,3,2,1,1,38,74.10256576540249,27.02991879373704
0,11,0.0824123990873008,5,10,8,3,1,0,1,63,61.73346669024329,29.99420483093248
1,6,0.37633616226330324,5,28,5,3,1,1,0,28,89.96932343314668,11.161263095926593
0,10,0.24941765614307598,5,26,7,5,1,0,0,49,97.26993657813053,30.14179558217036
0,9,0.6864302281056924,12,8,4,5,2,0,0,46,97.76920841839262,30.83291314474662
1,7,0.814307669950869,8,28,8,7,1,1,1,34,59.031213163026415,33.145303617317026
1,7,0.050081397221821256,5,10,4,5,3,0,0,43,58.2852954340245,26.740349209153308
0,10,0.25859324822664775,3,12,0,9,1,0,0,26,64.24966474547955,25.526390352878376
0,11,0.6095750301402041,12,9,6,6,1,0,1,58,96.53280382774358,18.715824968968438
1,11,0.11904804966975335,3,24,8,5,2,1,0,57,69.81015505960585,38.04694584999499
0,8,0.18216720620434446,4,24,6,2,1,0,0,36,52.79804130077104,22.170860322955615
1,6,0.902761400269287,18,19,8,1,1,0,1,41,80.94908646239169,36.04543869169856
1,10,0.38698417310571287,11,24,2,2,1,1,1,47,52.06417647754525,15.611859502326213
1,11,0.7069762100451572,17,7,3,8,3,0,0,53,69.78229292197602,35.58729504269441
0,7,0.7274624343398138,17,11,9,5,1,0,1,56,65.26457681439669,15.36269567006342
1,8,0.8082294347504385,2,3,6,11,2,1,1,32,92.72583765917211,35.450227747785746
0,8,0.46465759312447963,5,13,8,9,1,0,0,39,85.11735512133372,25.502699701591652
0,11,0.26333473626364656,15,17,3,6,2,0,1,56,64.30263267299551,23.546748330028453
0,9,0.37818109123176347,3,25,0,4,2,0,0,47,52.57036726519741,35.43167865599897
1,10,0.7655506143778618,10,20,0,5,1,1,0,40,65.60101987070335,22.936085212860345
0,9,0.16422454695616706,11,4,5,8,1,0,1,56,55.607844370975926,14.600834413298767
0,7,0.6733898959250918,12,8,6,10,1,0,1,45,53.23309657830695,12.836046019500344
0,6,0.42701123566844146,18,21,8,3,1,0,0,51,60.75874369224504,21.569135762875714
1,10,0.23244564761950615,13,4,3,11,3,0,0,42,63.937359211002416,24.799117901695393
0,9,0.7586747467671662,15,29,8,3,1,0,0,57,63.24886941374824,15.760525459508617
0,11,0.3745763296970258,18,16,0,6,1,0,1,38,94.17767961357916,24.742519987300668
1,6,0.9236587466691271,14,19,8,8,1,0,0,47,76.02801168956664,11.13150718935226
0,6,0.5318821737775605,18,10,4,2,2,0,0,52,63.92550213557771,23.414221667507213
0,7,0.06893493179491306,2,17,6,5,1,0,1,63,79.17869087388584,12.799699197474727
1,11,0.7452397369783873,8,28,9,6,1,1,0,54,62.36405054799755,21.47079135560596
1,6,0.9579060505602947,13,24,9,1,3,0,1,26,77.38918631442431,24.027059301511496
1,9,0.7231074474953572,3,0,0,10,3,0,0,29,81.27288053278704,11.450263574521802
0,11,0.019854732436404787,19,23,8,9,2,0,1,39,74.93828650950888,11.49959969483853
0,9,0.6978622886183736,18,7,4,11,1,0,0,40,80.41167533789508,36.005445218425635
1,8,0.9879796740199414,12,6,6,1,1,0,0,37,78.18310205011744,30.052083434638696
1,7,0.9652640613240258,4,26,9,5,1,0,1,51,82.50924069208327,37.15862005799062
0,6,0.6646548255031065,15,2,8,11,1,0,0,25,72.50632721988404,17.204248784330133
0,6,0.4181009733094808,1,3,1,2,2,0,1,30,92.86582999707082,33.21405226172385
0,9,0.3077620176506184,11,11,6,2,2,0,1,29,68.88022882259152,11.347914914122194
1,6,0.8464285906415706,2,9,8,7,1,1,1,48,59.22036167605234,35.039046724075874
0,6,0.7487940825619783,19,4,9,11,1,0,0,50,57.367722176525064,25.497794636455065
0,7,0.4462962256447488,10,12,9,10,1,0,0,31,63.529798031553845,10.695083032127194
0,11,0.39701525277730587,5,2,9,11,1,0,1,30,60.49361260840027,29.52561977581876
0,6,0.16975152693585815,11,8,0,4,1,0,0,61,62.83420087172837,11.255721990259422
0,11,0.1642155842723283,13,8,1,10,2,0,1,48,88.93076604610488,29.659656431286415
0,9,0.4632444441419403,10,17,0,5,1,0,0,55,58.67790624020266,20.528061401690124
1,9,0.830406633063666,19,7,4,1,3,0,1,64,84.33807393416481,22.212497795721177
0,10,0.19190634395401807,17,1,5,11,1,0,1,58,80.26086171693493,36.899300702863314
1,8,0.36335909926045107,18,2,8,10,3,0,1,26,90.6438283510513,32.6871480313195
0,7,0.7323465950749556,12,22,9,9,2,0,1,52,56.052087466991445,33.55392693247428
1,9,0.504877347994228,19,22,7,7,3,0,1,53,64.1587874736875,31.416693359486008
0,7,0.04634639233506388,7,6,5,4,1,0,1,45,89.7581811084769,33.959406670804086
1,8,0.12939537472067375,18,9,4,9,2,1,1,49,63.674528081230775,18.864793283247153
0,9,0.49097303518437296,1,23,6,6,1,0,0,21,67.43614180808694,38.729060962644446
1,8,0.846270886980519,16,25,5,7,2,0,0,59,70.29726188395414,12.506024464350572
0,11,0.3017099313794719,8,24,4,8,1,0,1,40,66.46771823624266,20.54678047108063
1,6,0.4260269019228785,4,7,5,8,3,0,0,51,60.936602742054006,35.23103402233623
1,9,0.8973155843465898,16,13,9,10,1,1,0,36,52.64289771980925,21.661665859264083
0,10,0.15557099400007646,11,16,6,1,1,0,1,30,73.28348135719017,16.820711506420416
0,6,0.5660017899977965,2,6,6,1,1,0,1,57,88.99760191730948,34.228025401495245
0,9,0.28011274524035135,2,9,5,9,2,0,1,61,50.51916937516177,14.105815492736207
1,6,0.805650678426454,2,17,1,2,2,0,0,46,80.31136450497564,28.35646834209716
1,10,0.8564235676715682,5,3,2,9,1,0,1,62,73.83649831735858,24.437333253884624
1,9,0.9361136840132971,2,10,8,4,2,0,0,40,89.88951445381218,12.422541369231544
0,7,0.12937117407054988,2,3,1,2,1,0,0,46,51.42121271872575,24.563634994434757
1,6,0.8891753219640952,17,25,1,3,1,0,0,18,76.00009900238199,19.321814845407008
0,10,0.03447847216457267,1,23,6,2,2,0,0,60,78.09304866314655,38.881207925670296
0,11,0.39551451210560684,1,17,2,2,1,0,1,56,81.94245605530472,33.96180837857412
1,7,0.07106319823971985,6,5,7,9,1,1,0,46,78.53766126476727,24.08890157308256
0,10,0.05045675678523276,4,10,0,5,1,0,1,46,96.04767920429146,21.54544850436808
0,10,0.3541191425610979,15,10,9,4,1,0,1,60,68.7740371086818,36.604409098685494
0,7,0.38561369985094285,18,14,2,4,1,0,0,62,80.63070732033047,37.881927430272576
0,10,0.22258207588930579,4,1,4,9,1,0,1,34,66.46999896972592,39.49205353436441
0,9,0.4425599633140478,16,12,1,10,2,0,1,55,89.29928973213555,18.880429411188413
0,11,0.45409645228311113,10,15,8,6,1,0,1,46,58.09585083867093,12.234697280431341
0,6,0.6192040537746457,10,18,1,9,1,0,0,22,93.45598047870206,17.876610306345615
0,10,0.012671373646627515,11,28,1,6,1,0,1,51,56.67548954345892,23.684615973876703
0,11,0.7433524483534172,13,27,6,8,1,0,1,58,57.146197900216286,19.99065689566012
1,8,0.09857227210210162,5,22,1,5,1,1,1,52,92.22401787701828,33.8378594920199
0,9,0.3131731183608878,12,2,7,8,2,0,0,22,72.60784345430679,15.682982256294283
0,11,0.5007323294518952,11,27,0,3,1,0,1,32,87.55589974594214,14.192035133540674
1,6,0.5128154830035251,18,8,5,6,2,1,1,51,90.90606924851966,35.035634712699036
0,9,0.24019045910561965,15,19,0,9,1,0,0,53,95.19991895565067,35.96741963916675
1,11,0.5069090579679573,6,9,2,7,1,1,1,49,69.69827291039043,22.012289289430605
0,10,0.1299008093883003,9,7,1,6,1,0,0,42,83.79522548947183,34.28414953378096
0,7,0.35508668888109396,8,6,5,5,1,0,1,19,90.05262381380359,29.767170736736816
0,11,0.23409107035049592,4,10,9,7,1,0,0,31,77.97535722789311,37.22538134030767
0,11,0.4439610906109731,10,9,8,11,1,0,1,38,53.19614971104845,35.3501119606369
0,11,0.4211669506346484,14,19,8,8,1,0,0,41,53.7383496536614,37.91671063821261
0,6,0.7050923570203196,2,3,1,6,1,0,1,29,93.17603927482423,36.39546589755547
1,7,0.7076909294248327,10,8,1,6,3,0,1,45,81.586564523323,17.040156280837248
1,10,0.671899344502384,4,22,6,6,2,1,0,57,68.2285649934324,14.010320271472928
1,10,0.062182633283962785,10,21,3,9,2,1,1,28,77.92459020672185,25.56596305973966
0,10,0.7607248087010476,17,0,4,4,1,0,0,32,55.421143729876746,15.547306328407402
1,6,0.31167598505129934,14,8,8,8,3,0,1,39,92.51343958983759,29.100479026705873
0,11,0.2476734669745373,5,22,4,7,2,0,1,57,98.97056133245903,36.104530969995665
1,7,0.42605069834149034,5,10,5,11,1,1,1,49,66.50625437532253,10.48802221226055
1,10,0.0007964741497036298,17,14,9,2,1,1,1,27,76.33723989463797,22.47389249670882
0,9,0.5336757013493117,4,4,8,1,1,0,0,25,96.61240315894315,16.88736294951282
1,7,0.09917877017288645,17,13,0,4,1,1,1,43,55.17204172125756,16.967852884939735
1,8,0.22914364793559905,11,19,1,1,2,1,1,32,66.00753946760501,35.69466663833608
1,6,0.7302629879490918,19,28,6,9,2,1,0,26,99.26068314795941,38.56131569429684
1,11,0.44328552596379955,10,28,6,7,3,0,0,20,90.14313174313423,26.43626852082456
0,7,0.664031827074304,15,9,0,10,2,0,0,41,85.68846824282804,29.681030713338497
1,6,0.21032259849590074,6,10,1,6,1,1,1,50,59.374481000535575,27.25988095860933
0,7,0.07795826775392312,3,18,1,10,1,0,1,33,81.93437200898344,24.727757915862398
0,9,0.3599673698243748,4,26,1,6,1,0,1,59,65.81343599337042,18.917611629630485
0,10,0.6398310854409198,19,19,9,8,1,0,0,61,68.2050921688681,25.291278415750654
0,6,0.06834986869807391,2,27,1,2,1,0,0,19,57.39092393590205,32.928808035735
0,6,0.29797409623865834,16,25,2,10,1,0,0,43,58.44169258947742,11.592327391885973
1,10,0.7849780163290495,10,21,5,6,2,1,1,33,81.98611401898549,12.223699990106473
1,7,0.8449904101416728,14,26,9,10,2,0,0,59,99.5258140897088,10.799946574396923
0,11,0.2127900037893471,8,23,7,10,2,0,0,21,80.44241193121944,39.50331491256116
0,9,0.6567419323814994,17,17,8,10,2,0,0,42,58.59994138961741,20.294532825089703
1,11,0.9940234083875492,6,19,4,7,1,1,1,43,87.40291899176779,27.530694859003187
0,9,0.10847385432146217,3,19,2,9,1,0,0,63,72.9170157690306,36.00005339238925
0,6,0.4660296298814116,13,14,4,2,1,0,1,51,55.143671468343875,37.85167283690996
1,9,0.1237686134336844,8,18,4,11,1,1,1,43,79.2353220468553,24.591707014977025
0,10,0.34168076524204327,14,21,4,10,1,0,0,36,71.67385203292862,31.947460865777526
0,9,0.536945684982054,19,8,2,6,1,0,1,59,94.40180789262664,26.027473230336195
0,8,0.5949923629903606,5,9,4,9,1,0,1,31,80.85440233350235,10.586660666111634
1,9,0.1755039885629922,6,27,7,4,1,1,1,56,97.98562482259217,38.67445800065028
1,10,0.8991634287593302,12,1,2,10,1,0,0,40,69.96139187378839,39.988980647549155
1,9,0.5705190996689752,10,8,4,1,1,1,1,29,61.262778972980804,39.18830604837503
1,6,0.9463118567965223,14,21,1,4,2,1,0,53,83.94554425500233,21.421114596471895
0,10,0.04646116437074577,3,0,1,6,1,0,0,39,99.34857651256286,22.35529053330353
1,7,0.9669245972797674,3,19,3,2,3,0,1,41,50.99091672186128,13.980520151400214
1,10,0.9848779125524991,15,25,6,9,1,1,1,52,60.33550941613055,27.822092711205602
1,7,0.5420659211163383,18,3,1,1,2,1,0,18,90.99060455348,12.226388094419283
0,9,0.6448577223027976,9,8,7,11,1,0,0,32,73.92835200917318,20.870371452624237
1,7,0.8171181809108333,9,21,3,4,1,1,0,58,63.122566255546495,11.493475235054714
1,6,0.5311634569768324,4,9,9,3,1,0,0,52,86.47230144209267,11.63289015133034
0,9,0.0018328728375280878,14,11,3,11,2,0,0,32,71.77986824917215,19.888133462103365
1,8,0.11297456015919272,3,18,7,10,3,0,1,60,62.10018888432544,16.5597764852404
1,6,0.7669399633008365,18,9,7,4,1,1,0,27,50.700422495848734,29.89533630039542
1,8,0.688148218892096,1,8,4,6,3,0,1,45,68.7169922322652,14.457318440680696
0,9,0.07246266745221241,10,20,6,3,1,0,0,45,87.4619757153048,12.065922670606142
0,9,0.3494749370480206,19,3,7,11,1,0,0,59,82.65539655413107,30.256560111341646
0,9,0.506385367658613,12,7,0,7,2,0,1,28,94.14376890858594,38.3327786949786
